,argpair,phenomenon,conclusion_type,domain,stronger_arg_premises,stronger_arg_conclusion,weaker_arg_premises,weaker_arg_conclusion,average_human_rating,osherson_rating,stronger_arg_scm,weaker_arg_scm,is_control,is_osherson,is_weaker_arg_shown_first
577,"['Skateboards', 'Rockets', 'All vehicles', 'Skateboards', 'Sleds', 'All vehicles']",Diversity (General),General,Vehicles,"['Skateboards', 'Rockets']",All vehicles,"['Skateboards', 'Sleds']",All vehicles,2.111111111111111,,8.005555555555555,7.472222222222221,False,False,True
578,"['Skateboards', 'Submarines', 'All vehicles', 'Skateboards', 'Sleds', 'All vehicles']",Diversity (General),General,Vehicles,"['Skateboards', 'Submarines']",All vehicles,"['Skateboards', 'Sleds']",All vehicles,1.2222222222222223,,8.297222222222222,7.472222222222221,False,False,False
579,"['Skateboards', 'Vans', 'Sleds', 'Rockets', 'Skateboards', 'Vans', 'Rockets']",Monotonicity (Specific),Specific,Vehicles,"['Skateboards', 'Vans', 'Sleds']",Rockets,"['Skateboards', 'Vans']",Rockets,2.375,,7.684722222222222,7.39861111111111,False,False,False
580,"['Skateboards', 'Vans', 'Submarines', 'All vehicles', 'Skateboards', 'Vans', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Skateboards', 'Vans', 'Submarines']",All vehicles,"['Skateboards', 'Vans']",All vehicles,1.3,,11.35277777777778,9.997222222222222,False,False,False
581,"['Skateboards', 'Zeppelins', 'All vehicles', 'Skateboards', 'Sleds', 'All vehicles']",Diversity (General),General,Vehicles,"['Skateboards', 'Zeppelins']",All vehicles,"['Skateboards', 'Sleds']",All vehicles,1.8888888888888888,,8.616666666666667,7.472222222222221,False,False,True
582,"['Sleds', 'Bicycles', 'All vehicles', 'Sleds', 'Bicycles', 'All things']",Specificity,General,Vehicles,"['Sleds', 'Bicycles']",All vehicles,"['Sleds', 'Bicycles']",All things,1.2222222222222223,,,,False,False,False
583,"['Sleds', 'Carriages', 'Submarines', 'Carriages']",Similarity,Specific,Vehicles,['Sleds'],Carriages,['Submarines'],Carriages,1.1,,8.916666666666668,5.766666666666666,False,False,False
584,"['Sleds', 'Cars', 'All vehicles', 'Sleds', 'Cars', 'Wrenches', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Sleds', 'Cars']",All vehicles,"['Sleds', 'Cars', 'Wrenches']",All vehicles,1.0,,,,False,False,False
585,"['Sleds', 'Carts', 'Hovercraft', 'Carts']",Similarity,Specific,Vehicles,['Sleds'],Carts,['Hovercraft'],Carts,1.2222222222222223,,9.283333333333331,6.006944444444445,False,False,True
586,"['Sleds', 'Skateboards', 'Submarines', 'Skateboards']",Similarity,Specific,Vehicles,['Sleds'],Skateboards,['Submarines'],Skateboards,1.5,,9.35,5.433333333333333,False,False,True
587,"['Sleds', 'Submarines', 'All vehicles', 'Sleds', 'Submarines', 'All things']",Specificity,General,Vehicles,"['Sleds', 'Submarines']",All vehicles,"['Sleds', 'Submarines']",All things,0.9,,,,False,False,True
588,"['Sleds', 'Submarines', 'Caravans', 'Sleds', 'Skateboards', 'Caravans']",Diversity (Specific),Specific,Vehicles,"['Sleds', 'Submarines']",Caravans,"['Sleds', 'Skateboards']",Caravans,2.888888888888889,,7.651388888888889,7.069444444444445,False,False,True
589,"['Sleds', 'Submarines', 'Tractors', 'Sleds', 'Skateboards', 'Tractors']",Diversity (Specific),Specific,Vehicles,"['Sleds', 'Submarines']",Tractors,"['Sleds', 'Skateboards']",Tractors,3.0,,6.918055555555556,6.33611111111111,False,False,True
590,"['Sleds', 'Trucks', 'All vehicles', 'Sleds', 'Trucks', 'All things']",Specificity,General,Vehicles,"['Sleds', 'Trucks']",All vehicles,"['Sleds', 'Trucks']",All things,0.375,,,,False,False,True
591,"['Sleds', 'Zeppelins', 'Sleds', 'Anvils', 'Zeppelins']",Nonmonotonicity (Specific),Mixed,Vehicles,['Sleds'],Zeppelins,"['Sleds', 'Anvils']",Zeppelins,1.9,,,,False,False,False
592,"['Sleds', 'Zeppelins', 'Sleds', 'Spanners', 'Zeppelins']",Nonmonotonicity (Specific),Mixed,Vehicles,['Sleds'],Zeppelins,"['Sleds', 'Spanners']",Zeppelins,3.333333333333333,,,,False,False,True
593,"['Sleds', 'Zeppelins', 'Sleds', 'Wheelbarrows', 'Zeppelins']",Nonmonotonicity (Specific),Mixed,Vehicles,['Sleds'],Zeppelins,"['Sleds', 'Wheelbarrows']",Zeppelins,3.0,,,,False,False,True
594,"['Sparrows', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Chickens'],All birds,2.111111111111111,,9.22549019607843,9.63970588235294,False,False,False
595,"['Sparrows', 'All birds', 'Ostriches', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Ostriches'],All birds,2.0,,9.22549019607843,8.25,False,False,True
596,"['Sparrows', 'All birds', 'Penguins', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Penguins'],All birds,1.5555555555555556,,9.22549019607843,6.25,False,False,False
597,"['Sparrows', 'All birds', 'Roosters', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Roosters'],All birds,2.125,,9.22549019607843,9.144607843137257,False,False,False
598,"['Sparrows', 'All birds', 'Sparrows', 'Swans']",Inclusion Fallacy,General,Birds,['Sparrows'],All birds,['Sparrows'],Swans,2.8,,9.22549019607843,9.22549019607843,False,False,False
599,"['Sparrows', 'All birds', 'Sparrows', 'Turkeys']",Inclusion Fallacy,General,Birds,['Sparrows'],All birds,['Sparrows'],Turkeys,2.875,,9.22549019607843,9.22549019607843,False,False,False
600,"['Sparrows', 'Chickens', 'Chickens', 'Sparrows']",Asymmetry,Specific,Birds,['Sparrows'],Chickens,['Chickens'],Sparrows,2.375,,8.906862745098039,9.113970588235292,False,False,True
601,"['Sparrows', 'Ducks', 'All birds', 'Sparrows', 'Ducks', 'Leeches', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Sparrows', 'Ducks']",All birds,"['Sparrows', 'Ducks', 'Leeches']",All birds,1.3333333333333333,,,,False,False,True
602,"['Sparrows', 'Ducks', 'Chickens', 'All birds', 'Sparrows', 'Ducks', 'All birds']",Monotonicity (General),General,Birds,"['Sparrows', 'Ducks', 'Chickens']",All birds,"['Sparrows', 'Ducks']",All birds,1.2,,12.056372549019606,11.061274509803924,False,False,False
603,"['Sparrows', 'Parrots', 'All birds', 'Sparrows', 'Robins', 'All birds']",Diversity (General),General,Birds,"['Sparrows', 'Parrots']",All birds,"['Sparrows', 'Robins']",All birds,2.333333333333333,,10.519607843137257,9.642156862745098,False,False,True
604,"['Sparrows', 'Penguins', 'All birds', 'Sparrows', 'Penguins', 'Horseflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Sparrows', 'Penguins']",All birds,"['Sparrows', 'Penguins', 'Horseflies']",All birds,0.875,,,,False,False,True
605,"['Sparrows', 'Penguins', 'Penguins', 'Sparrows']",Asymmetry,Specific,Birds,['Sparrows'],Penguins,['Penguins'],Sparrows,2.4444444444444446,,7.318627450980392,5.830882352941177,False,False,False
606,"['Sparrows', 'Roosters', 'Roosters', 'Sparrows']",Asymmetry,Specific,Birds,['Sparrows'],Roosters,['Roosters'],Sparrows,2.4,,8.318627450980392,8.278186274509803,False,False,True
607,"['Sparrows', 'Seagulls', 'Falcons', 'Blackbirds', 'Sparrows', 'Seagulls', 'Blackbirds']",Monotonicity (Specific),Specific,Birds,"['Sparrows', 'Seagulls', 'Falcons']",Blackbirds,"['Sparrows', 'Seagulls']",Blackbirds,0.8888888888888888,,13.020833333333332,12.507352941176473,False,False,False
608,"['Sparrows', 'Swallows', 'All birds', 'Sparrows', 'Swallows', 'Centipedes', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Sparrows', 'Swallows']",All birds,"['Sparrows', 'Swallows', 'Centipedes']",All birds,1.3333333333333333,,,,False,False,False
609,"['Sparrows', 'Swans', 'Swans', 'Sparrows']",Asymmetry,Specific,Birds,['Sparrows'],Swans,['Swans'],Sparrows,2.5,,7.965686274509803,7.867647058823529,False,False,False
610,"['Squirrels', 'Elephants', 'All mammals', 'Squirrels', 'Elephants', 'Turtles', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Squirrels', 'Elephants']",All mammals,"['Squirrels', 'Elephants', 'Turtles']",All mammals,0.5555555555555556,,,,False,False,True
611,"['Squirrels', 'Elephants', 'Sheep', 'Squirrels', 'Hedgehogs', 'Sheep']",Diversity (Specific),Specific,Mammals,"['Squirrels', 'Elephants']",Sheep,"['Squirrels', 'Hedgehogs']",Sheep,2.333333333333333,,8.483552631578947,7.658991228070175,False,False,True
612,"['Squirrels', 'Hamsters', 'Camels', 'Hamsters']",Similarity,Specific,Mammals,['Squirrels'],Hamsters,['Camels'],Hamsters,1.0,,10.026315789473683,6.847587719298246,False,False,True
613,"['Squirrels', 'Llamas', 'Squirrels', 'Snakes', 'Llamas']",Nonmonotonicity (Specific),Mixed,Mammals,['Squirrels'],Llamas,"['Squirrels', 'Snakes']",Llamas,1.8,,,,False,False,False
614,"['Squirrels', 'Pigs', 'Squirrels', 'Toads', 'Pigs']",Nonmonotonicity (Specific),Mixed,Mammals,['Squirrels'],Pigs,"['Squirrels', 'Toads']",Pigs,1.6666666666666667,,,,False,False,False
615,"['Squirrels', 'Rabbits', 'Camels', 'Rabbits']",Similarity,Specific,Mammals,['Squirrels'],Rabbits,['Camels'],Rabbits,1.0,,9.342105263157896,6.87390350877193,False,False,False
616,"['Squirrels', 'Rabbits', 'Elephants', 'Rabbits']",Similarity,Specific,Mammals,['Squirrels'],Rabbits,['Elephants'],Rabbits,1.7,,9.342105263157896,6.896929824561403,False,False,False
617,"['Squirrels', 'Rabbits', 'Rhinos', 'Rabbits']",Similarity,Specific,Mammals,['Squirrels'],Rabbits,['Rhinos'],Rabbits,1.0,,9.342105263157896,6.891447368421053,False,False,False
618,"['Squirrels', 'Rhinos', 'Sheep', 'Squirrels', 'Hedgehogs', 'Sheep']",Diversity (Specific),Specific,Mammals,"['Squirrels', 'Rhinos']",Sheep,"['Squirrels', 'Hedgehogs']",Sheep,3.2,,8.543859649122808,7.658991228070175,False,False,True
619,"['Squirrels', 'Tigers', 'All mammals', 'Squirrels', 'Tigers', 'Salamanders', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Squirrels', 'Tigers']",All mammals,"['Squirrels', 'Tigers', 'Salamanders']",All mammals,1.7,,,,False,False,True
620,"['Storks', 'Doves', 'All birds', 'Storks', 'Doves', 'All animals']",Specificity,General,Birds,"['Storks', 'Doves']",All birds,"['Storks', 'Doves']",All animals,1.2222222222222223,,,,False,False,False
621,"['Storks', 'Doves', 'Ducks', 'Eagles', 'Storks', 'Doves', 'Eagles']",Monotonicity (Specific),Specific,Birds,"['Storks', 'Doves', 'Ducks']",Eagles,"['Storks', 'Doves']",Eagles,1.0,,11.018382352941176,10.621323529411764,False,False,True
622,"['Storks', 'Doves', 'Ostriches', 'All birds', 'Storks', 'Doves', 'All birds']",Monotonicity (General),General,Birds,"['Storks', 'Doves', 'Ostriches']",All birds,"['Storks', 'Doves']",All birds,1.2222222222222223,,12.053921568627452,11.536764705882351,False,False,True
623,"['Storks', 'Doves', 'Vultures', 'Chickens', 'Storks', 'Doves', 'Chickens']",Monotonicity (Specific),Specific,Birds,"['Storks', 'Doves', 'Vultures']",Chickens,"['Storks', 'Doves']",Chickens,1.25,,12.006127450980392,11.5625,False,False,False
624,"['Storks', 'Robins', 'All birds', 'Storks', 'Robins', 'Ants', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Storks', 'Robins']",All birds,"['Storks', 'Robins', 'Ants']",All birds,0.6666666666666666,,,,False,False,True
625,"['Storks', 'Roosters', 'All birds', 'Storks', 'Swans', 'All birds']",Diversity (General),General,Birds,"['Storks', 'Roosters']",All birds,"['Storks', 'Swans']",All birds,3.333333333333333,,10.88235294117647,10.07843137254902,False,False,False
626,"['Storks', 'Roosters', 'Eagles', 'Storks', 'Swans', 'Eagles']",Diversity (Specific),Specific,Birds,"['Storks', 'Roosters']",Eagles,"['Storks', 'Swans']",Eagles,2.2222222222222223,,10.294117647058822,9.892156862745097,False,False,True
627,"['Storks', 'Roosters', 'Falcons', 'Storks', 'Swans', 'Falcons']",Diversity (Specific),Specific,Birds,"['Storks', 'Roosters']",Falcons,"['Storks', 'Swans']",Falcons,2.375,,9.882352941176473,9.480392156862743,False,False,True
628,"['Storks', 'Roosters', 'Owls', 'Storks', 'Swans', 'Owls']",Diversity (Specific),Specific,Birds,"['Storks', 'Roosters']",Owls,"['Storks', 'Swans']",Owls,2.4,,10.117647058823527,9.715686274509803,False,False,True
629,"['Storks', 'Turkeys', 'All birds', 'Storks', 'Turkeys', 'All animals']",Specificity,General,Birds,"['Storks', 'Turkeys']",All birds,"['Storks', 'Turkeys']",All animals,0.8,,,,False,False,True
630,"['Submarines', 'Airplanes', 'All vehicles', 'Submarines', 'Airplanes', 'Saws', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Submarines', 'Airplanes']",All vehicles,"['Submarines', 'Airplanes', 'Saws']",All vehicles,0.25,,,,False,False,True
631,"['Submarines', 'Cars', 'Submarines', 'Nails', 'Cars']",Nonmonotonicity (Specific),Mixed,Vehicles,['Submarines'],Cars,"['Submarines', 'Nails']",Cars,1.4444444444444444,,,,False,False,False
632,"['Submarines', 'Hovercraft', 'Skateboards', 'Hovercraft']",Similarity,Specific,Vehicles,['Submarines'],Hovercraft,['Skateboards'],Hovercraft,2.6666666666666665,,8.366666666666665,5.611111111111111,False,False,False
633,"['Submarines', 'Skateboards', 'Cars', 'Submarines', 'Hovercraft', 'Cars']",Diversity (Specific),Specific,Vehicles,"['Submarines', 'Skateboards']",Cars,"['Submarines', 'Hovercraft']",Cars,2.9,,7.315277777777778,6.997222222222222,False,False,False
634,"['Submarines', 'Sleds', 'Submarines', 'Ropes', 'Sleds']",Nonmonotonicity (Specific),Mixed,Vehicles,['Submarines'],Sleds,"['Submarines', 'Ropes']",Sleds,1.8888888888888888,,,,False,False,True
635,"['Submarines', 'Tractors', 'Submarines', 'Levels', 'Tractors']",Nonmonotonicity (Specific),Mixed,Vehicles,['Submarines'],Tractors,"['Submarines', 'Levels']",Tractors,1.8888888888888888,,,,False,False,False
636,"['Submarines', 'Trams', 'All vehicles', 'Submarines', 'Trams', 'All things']",Specificity,General,Vehicles,"['Submarines', 'Trams']",All vehicles,"['Submarines', 'Trams']",All things,1.1111111111111112,,,,False,False,True
637,"['Swallows', 'All birds', 'Swallows', 'Chickens']",Inclusion Fallacy,General,Birds,['Swallows'],All birds,['Swallows'],Chickens,2.6666666666666665,,9.79656862745098,9.79656862745098,False,False,False
638,"['Swallows', 'All birds', 'Swallows', 'Storks']",Inclusion Fallacy,General,Birds,['Swallows'],All birds,['Swallows'],Storks,1.8888888888888888,,9.79656862745098,9.79656862745098,False,False,True
639,"['Swallows', 'Doves', 'Ostriches', 'Doves']",Similarity,Specific,Birds,['Swallows'],Doves,['Ostriches'],Doves,1.125,,10.368872549019608,6.772058823529411,False,False,False
640,"['Swallows', 'Doves', 'Ostriches', 'Robins', 'Swallows', 'Doves', 'Robins']",Monotonicity (Specific),Specific,Birds,"['Swallows', 'Doves', 'Ostriches']",Robins,"['Swallows', 'Doves']",Robins,2.1,,11.587009803921568,11.138480392156865,False,False,False
641,"['Swallows', 'Ostriches', 'Ostriches', 'Swallows']",Asymmetry,Specific,Birds,['Swallows'],Ostriches,['Ostriches'],Swallows,2.2222222222222223,,8.427696078431373,7.654411764705882,False,False,True
642,"['Swallows', 'Penguins', 'All birds', 'Swallows', 'Falcons', 'All birds']",Diversity (General),General,Birds,"['Swallows', 'Penguins']",All birds,"['Swallows', 'Falcons']",All birds,1.3333333333333333,,9.884803921568627,10.936274509803924,False,False,True
643,"['Swallows', 'Seagulls', 'Ostriches', 'Seagulls']",Similarity,Specific,Birds,['Swallows'],Seagulls,['Ostriches'],Seagulls,2.111111111111111,,11.339460784313726,7.507352941176471,False,False,True
644,"['Swallows', 'Storks', 'Storks', 'Swallows']",Asymmetry,Specific,Birds,['Swallows'],Storks,['Storks'],Swallows,2.8,,8.780637254901961,8.401960784313726,False,False,True
645,"['Swallows', 'Turkeys', 'Turkeys', 'Swallows']",Asymmetry,Specific,Birds,['Swallows'],Turkeys,['Turkeys'],Swallows,2.0,,8.927696078431373,8.839460784313726,False,False,False
646,"['Swans', 'Canaries', 'Swans', 'Crickets', 'Canaries']",Nonmonotonicity (Specific),Mixed,Birds,['Swans'],Canaries,"['Swans', 'Crickets']",Canaries,1.8,,,,False,False,False
647,"['Swans', 'Eagles', 'Swans', 'Spiders', 'Eagles']",Nonmonotonicity (Specific),Mixed,Birds,['Swans'],Eagles,"['Swans', 'Spiders']",Eagles,1.2,,,,False,False,False
648,"['Swans', 'Herons', 'Penguins', 'Herons']",Similarity,Specific,Birds,['Swans'],Herons,['Penguins'],Herons,1.4444444444444444,,10.073529411764708,6.213235294117647,False,False,False
649,"['Swans', 'Owls', 'Swans', 'Cockchafers', 'Owls']",Nonmonotonicity (Specific),Mixed,Birds,['Swans'],Owls,"['Swans', 'Cockchafers']",Owls,1.8888888888888888,,,,False,False,False
650,"['Swans', 'Sparrows', 'All birds', 'Swans', 'Sparrows', 'Butterflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Swans', 'Sparrows']",All birds,"['Swans', 'Sparrows', 'Butterflies']",All birds,1.3333333333333333,,,,False,False,False
651,"['Swans', 'Sparrows', 'All birds', 'Swans', 'Sparrows', 'Earwigs', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Swans', 'Sparrows']",All birds,"['Swans', 'Sparrows', 'Earwigs']",All birds,1.3333333333333333,,,,False,False,True
652,"['Swans', 'Storks', 'All birds', 'Swans', 'Storks', 'All animals']",Specificity,General,Birds,"['Swans', 'Storks']",All birds,"['Swans', 'Storks']",All animals,0.6,,,,False,False,False
653,"['Swans', 'Storks', 'Roosters', 'Storks']",Similarity,Specific,Birds,['Swans'],Storks,['Roosters'],Storks,1.7777777777777777,,10.338235294117649,7.572303921568627,False,False,True
654,"['Taxis', 'All vehicles', 'Taxis', 'Carriages']",Inclusion Fallacy,General,Vehicles,['Taxis'],All vehicles,['Taxis'],Carriages,1.5,,8.930555555555555,8.930555555555555,False,False,False
655,"['Taxis', 'All vehicles', 'Taxis', 'Rockets']",Inclusion Fallacy,General,Vehicles,['Taxis'],All vehicles,['Taxis'],Rockets,1.4,,8.930555555555555,8.930555555555555,False,False,True
656,"['Taxis', 'All vehicles', 'Taxis', 'Tractors']",Inclusion Fallacy,General,Vehicles,['Taxis'],All vehicles,['Taxis'],Tractors,2.111111111111111,,8.930555555555555,8.930555555555555,False,False,True
657,"['Taxis', 'All vehicles', 'Taxis', 'Zeppelins']",Inclusion Fallacy,General,Vehicles,['Taxis'],All vehicles,['Taxis'],Zeppelins,1.3333333333333333,,8.930555555555555,8.930555555555555,False,False,False
658,"['Taxis', 'Bicycles', 'Hovercraft', 'Motorbikes', 'Taxis', 'Bicycles', 'Motorbikes']",Monotonicity (Specific),Specific,Vehicles,"['Taxis', 'Bicycles', 'Hovercraft']",Motorbikes,"['Taxis', 'Bicycles']",Motorbikes,3.333333333333333,,12.922222222222222,12.213888888888889,False,False,True
659,"['Taxis', 'Carts', 'Carts', 'Taxis']",Asymmetry,Specific,Vehicles,['Taxis'],Carts,['Carts'],Taxis,2.4,,9.165277777777778,8.880555555555556,False,False,True
660,"['Taxis', 'Hovercraft', 'Hovercraft', 'Taxis']",Asymmetry,Specific,Vehicles,['Taxis'],Hovercraft,['Hovercraft'],Taxis,2.111111111111111,,7.331944444444444,6.406944444444445,False,False,False
661,"['Taxis', 'Hovercraft', 'Skateboards', 'All vehicles', 'Taxis', 'Hovercraft', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Taxis', 'Hovercraft', 'Skateboards']",All vehicles,"['Taxis', 'Hovercraft']",All vehicles,1.7,,11.188888888888888,10.34722222222222,False,False,True
662,"['Taxis', 'Jeeps', 'All vehicles', 'Taxis', 'Jeeps', 'Shovels', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Taxis', 'Jeeps']",All vehicles,"['Taxis', 'Jeeps', 'Shovels']",All vehicles,1.6666666666666667,,,,False,False,False
663,"['Taxis', 'Jeeps', 'Zeppelins', 'Jeeps']",Similarity,Specific,Vehicles,['Taxis'],Jeeps,['Zeppelins'],Jeeps,1.125,,10.898611111111112,5.691666666666666,False,False,True
664,"['Taxis', 'Skateboards', 'Rockets', 'All vehicles', 'Taxis', 'Skateboards', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Taxis', 'Skateboards', 'Rockets']",All vehicles,"['Taxis', 'Skateboards']",All vehicles,1.7,,10.927777777777775,9.772222222222222,False,False,True
665,"['Taxis', 'Zeppelins', 'Zeppelins', 'Taxis']",Asymmetry,Specific,Vehicles,['Taxis'],Zeppelins,['Zeppelins'],Taxis,2.333333333333333,,7.065277777777778,6.125,False,False,False
666,"['Tigers', 'All mammals', 'Tigers', 'Beavers']",Inclusion Fallacy,General,Mammals,['Tigers'],All mammals,['Tigers'],Beavers,2.7,,9.017543859649123,9.017543859649123,False,False,True
667,"['Tigers', 'All mammals', 'Tigers', 'Hedgehogs']",Inclusion Fallacy,General,Mammals,['Tigers'],All mammals,['Tigers'],Hedgehogs,2.0,,9.017543859649123,9.017543859649123,False,False,True
668,"['Tigers', 'All mammals', 'Tigers', 'Llamas']",Inclusion Fallacy,General,Mammals,['Tigers'],All mammals,['Tigers'],Llamas,2.2,,9.017543859649123,9.017543859649123,False,False,True
669,"['Tigers', 'All mammals', 'Tigers', 'Squirrels']",Inclusion Fallacy,General,Mammals,['Tigers'],All mammals,['Tigers'],Squirrels,2.3,,9.017543859649123,9.017543859649123,False,False,False
670,"['Tigers', 'Bats', 'All mammals', 'Tigers', 'Bats', 'Cobras', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Tigers', 'Bats']",All mammals,"['Tigers', 'Bats', 'Cobras']",All mammals,1.8888888888888888,,,,False,False,True
671,"['Tigers', 'Cats', 'Tigers', 'Crocodiles', 'Cats']",Nonmonotonicity (Specific),Mixed,Mammals,['Tigers'],Cats,"['Tigers', 'Crocodiles']",Cats,2.2222222222222223,,,,False,False,True
672,"['Tigers', 'Dogs', 'Cows', 'Dogs']",Similarity,Specific,Mammals,['Tigers'],Dogs,['Cows'],Dogs,2.6666666666666665,,9.219298245614034,7.338815789473685,False,False,True
673,"['Tigers', 'Dogs', 'Tigers', 'Dinosaurs', 'Dogs']",Nonmonotonicity (Specific),Mixed,Mammals,['Tigers'],Dogs,"['Tigers', 'Dinosaurs']",Dogs,1.3333333333333333,,,,False,False,True
674,"['Tigers', 'Donkeys', 'All mammals', 'Tigers', 'Donkeys', 'All animals']",Specificity,General,Mammals,"['Tigers', 'Donkeys']",All mammals,"['Tigers', 'Donkeys']",All animals,1.9,,,,False,False,False
675,"['Tigers', 'Kangaroos', 'Tigers', 'All mammals']",Inclusion Fallacy,General,Mammals,['Tigers'],Kangaroos,['Tigers'],All mammals,2.7,,9.017543859649123,9.017543859649123,False,False,True
676,"['Tigers', 'Lions', 'Hedgehogs', 'Lions']",Similarity,Specific,Mammals,['Tigers'],Lions,['Hedgehogs'],Lions,0.5,,11.719298245614034,6.321271929824562,False,False,True
677,"['Tigers', 'Lions', 'Rabbits', 'Lions']",Similarity,Specific,Mammals,['Tigers'],Lions,['Rabbits'],Lions,0.5,,11.719298245614034,7.012061403508772,False,False,True
678,"['Tigers', 'Lions', 'Tigers', 'Dinosaurs', 'Lions']",Nonmonotonicity (Specific),Mixed,Mammals,['Tigers'],Lions,"['Tigers', 'Dinosaurs']",Lions,1.1,,,,False,False,True
679,"['Tigers', 'Mice', 'Cats', 'Tigers', 'Llamas', 'Cats']",Diversity (Specific),Specific,Mammals,"['Tigers', 'Mice']",Cats,"['Tigers', 'Llamas']",Cats,3.0,,12.336622807017545,12.425438596491228,False,False,True
680,"['Tigers', 'Mice', 'Mice', 'Tigers']",Asymmetry,Specific,Mammals,['Tigers'],Mice,['Mice'],Tigers,3.333333333333333,,7.140350877192983,6.171052631578947,False,False,False
681,"['Tigers', 'Pigs', 'Tigers', 'Lizards', 'Pigs']",Nonmonotonicity (Specific),Mixed,Mammals,['Tigers'],Pigs,"['Tigers', 'Lizards']",Pigs,2.25,,,,False,False,False
682,"['Tigers', 'Squirrels', 'Squirrels', 'Tigers']",Asymmetry,Specific,Mammals,['Tigers'],Squirrels,['Squirrels'],Tigers,2.888888888888889,,7.666666666666667,7.052631578947368,False,False,True
683,"['Tractors', 'Bicycles', 'Tractors', 'Knives', 'Bicycles']",Nonmonotonicity (Specific),Mixed,Vehicles,['Tractors'],Bicycles,"['Tractors', 'Knives']",Bicycles,1.8888888888888888,,,,False,False,True
684,"['Tractors', 'Caravans', 'Zeppelins', 'Motorbikes', 'Tractors', 'Caravans', 'Motorbikes']",Monotonicity (Specific),Specific,Vehicles,"['Tractors', 'Caravans', 'Zeppelins']",Motorbikes,"['Tractors', 'Caravans']",Motorbikes,2.6666666666666665,,9.383333333333333,8.680555555555557,False,False,False
685,"['Tractors', 'Cars', 'Zeppelins', 'All vehicles', 'Tractors', 'Cars', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Tractors', 'Cars', 'Zeppelins']",All vehicles,"['Tractors', 'Cars']",All vehicles,2.2222222222222223,,11.533333333333331,10.122222222222222,False,False,True
686,"['Tractors', 'Jeeps', 'Rockets', 'Jeeps']",Similarity,Specific,Vehicles,['Tractors'],Jeeps,['Rockets'],Jeeps,0.7777777777777778,,9.463888888888889,5.627777777777778,False,False,False
687,"['Tractors', 'Sleds', 'All vehicles', 'Tractors', 'Sleds', 'Planes', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Tractors', 'Sleds']",All vehicles,"['Tractors', 'Sleds', 'Planes']",All vehicles,3.7,,,,False,False,False
688,"['Tractors', 'Taxis', 'All vehicles', 'Tractors', 'Taxis', 'Spanners', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Tractors', 'Taxis']",All vehicles,"['Tractors', 'Taxis', 'Spanners']",All vehicles,1.2222222222222223,,,,False,False,True
689,"['Tractors', 'Trams', 'All vehicles', 'Tractors', 'Trams', 'Knives', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Tractors', 'Trams']",All vehicles,"['Tractors', 'Trams', 'Knives']",All vehicles,1.2222222222222223,,,,False,False,True
690,"['Tractors', 'Trucks', 'Rockets', 'Trucks']",Similarity,Specific,Vehicles,['Tractors'],Trucks,['Rockets'],Trucks,0.5555555555555556,,9.56388888888889,5.761111111111111,False,False,True
691,"['Tractors', 'Trucks', 'Skateboards', 'Trucks']",Similarity,Specific,Vehicles,['Tractors'],Trucks,['Skateboards'],Trucks,1.0,,9.56388888888889,5.644444444444444,False,False,False
692,"['Tractors', 'Vans', 'Carts', 'All vehicles', 'Tractors', 'Vans', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Tractors', 'Vans', 'Carts']",All vehicles,"['Tractors', 'Vans']",All vehicles,2.333333333333333,,10.60277777777778,9.46111111111111,False,False,True
693,"['Trains', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Trains'],All vehicles,['Rockets'],All vehicles,1.3333333333333333,,8.405555555555557,6.322222222222223,False,False,True
694,"['Trains', 'All vehicles', 'Skateboards', 'All vehicles']",Typicality,General,Vehicles,['Trains'],All vehicles,['Skateboards'],All vehicles,0.75,,8.405555555555557,6.355555555555555,False,False,True
