,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,average_rating,average_ranking,num_ratings
1006,"(('Trams', 'Vans'), 'Trucks')",Vehicles,Specific,False,False,"('Trams', 'Vans')",Trucks,70.9,0.7136363636363635,10
1007,"(('Trucks',), 'All vehicles')",Vehicles,General,True,False,"('Trucks',)",All vehicles,53.03030303030303,0.6666666666666665,66
1008,"(('Trucks',), 'Bicycles')",Vehicles,Specific,True,False,"('Trucks',)",Bicycles,28.6,0.3148148148148149,10
1009,"(('Trucks',), 'Buses')",Vehicles,Specific,True,False,"('Trucks',)",Buses,66.52,0.7288888888888887,25
1010,"(('Trucks',), 'Caravans')",Vehicles,Specific,True,False,"('Trucks',)",Caravans,61.2,0.65,10
1011,"(('Trucks',), 'Carriages')",Vehicles,Specific,True,False,"('Trucks',)",Carriages,46.3,0.5425925925925925,10
1012,"(('Trucks',), 'Cars')",Vehicles,Specific,True,False,"('Trucks',)",Cars,76.38888888888889,0.8024691358024691,18
1013,"(('Trucks',), 'Jeeps')",Vehicles,Specific,True,False,"('Trucks',)",Jeeps,80.3,0.8333333333333334,10
1014,"(('Trucks',), 'Mopeds')",Vehicles,Specific,True,False,"('Trucks',)",Mopeds,45.0,0.5148148148148148,10
1015,"(('Trucks',), 'Rockets')",Vehicles,Specific,True,False,"('Trucks',)",Rockets,29.75,0.30092592592592593,8
1016,"(('Trucks',), 'Submarines')",Vehicles,Specific,True,False,"('Trucks',)",Submarines,19.41176470588235,0.28649237472766886,17
1017,"(('Trucks',), 'Trains')",Vehicles,Specific,True,False,"('Trucks',)",Trains,52.8,0.5166666666666667,10
1018,"(('Trucks',), 'Zeppelins')",Vehicles,Specific,True,False,"('Trucks',)",Zeppelins,28.875,0.21759259259259256,8
1019,"(('Trucks', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Trucks', 'Boats')",All vehicles,49.0,0.4545454545454545,5
1020,"(('Trucks', 'Buses'), 'Carriages')",Vehicles,Specific,False,False,"('Trucks', 'Buses')",Carriages,52.7,0.5045454545454545,10
1021,"(('Trucks', 'Caravans'), 'All vehicles')",Vehicles,General,False,False,"('Trucks', 'Caravans')",All vehicles,68.42857142857143,0.538961038961039,7
1022,"(('Trucks', 'Carriages'), 'All vehicles')",Vehicles,General,False,False,"('Trucks', 'Carriages')",All vehicles,70.75,0.6590909090909091,4
1023,"(('Trucks', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Trucks', 'Cars')",All vehicles,58.285714285714285,0.538961038961039,7
1024,"(('Trucks', 'Motorbikes'), 'Buses')",Vehicles,Specific,False,False,"('Trucks', 'Motorbikes')",Buses,73.57142857142857,0.7467532467532468,7
1025,"(('Trucks', 'Motorbikes'), 'Mopeds')",Vehicles,Specific,False,False,"('Trucks', 'Motorbikes')",Mopeds,76.7,0.6772727272727272,10
1026,"(('Trucks', 'Sleds'), 'Buses')",Vehicles,Specific,False,False,"('Trucks', 'Sleds')",Buses,68.75,0.625,8
1027,"(('Trucks', 'Trains'), 'Submarines')",Vehicles,Specific,False,False,"('Trucks', 'Trains')",Submarines,20.285714285714285,0.35064935064935066,7
1028,"(('Trucks', 'Vans'), 'Cars')",Vehicles,Specific,False,False,"('Trucks', 'Vans')",Cars,74.2,0.7636363636363637,10
1029,"(('Turkeys',), 'All birds')",Birds,General,True,False,"('Turkeys',)",All birds,43.8,0.4464387464387464,65
1030,"(('Turkeys',), 'Chickens')",Birds,Specific,True,False,"('Turkeys',)",Chickens,78.11111111111111,0.8106995884773663,9
1031,"(('Turkeys',), 'Herons')",Birds,Specific,True,False,"('Turkeys',)",Herons,48.5,0.5092592592592593,8
1032,"(('Turkeys',), 'Parrots')",Birds,Specific,True,False,"('Turkeys',)",Parrots,48.578947368421055,0.3128654970760234,19
1033,"(('Turkeys',), 'Peacocks')",Birds,Specific,True,False,"('Turkeys',)",Peacocks,61.705882352941174,0.6274509803921569,17
1034,"(('Turkeys',), 'Pelicans')",Birds,Specific,True,False,"('Turkeys',)",Pelicans,43.75,0.34259259259259256,16
1035,"(('Turkeys',), 'Swallows')",Birds,Specific,True,False,"('Turkeys',)",Swallows,45.35294117647059,0.38235294117647056,17
1036,"(('Turkeys',), 'Vultures')",Birds,Specific,True,False,"('Turkeys',)",Vultures,48.857142857142854,0.5185185185185185,7
1037,"(('Turkeys',), 'Woodpeckers')",Birds,Specific,True,False,"('Turkeys',)",Woodpeckers,44.1764705882353,0.2799564270152506,17
1038,"(('Turkeys', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Blackbirds')",All birds,63.8,0.6363636363636364,5
1039,"(('Turkeys', 'Crows'), 'Peacocks')",Birds,Specific,False,False,"('Turkeys', 'Crows')",Peacocks,64.11111111111111,0.47979797979797983,9
1040,"(('Turkeys', 'Doves'), 'Swallows')",Birds,Specific,False,False,"('Turkeys', 'Doves')",Swallows,75.77777777777777,0.712121212121212,9
1041,"(('Turkeys', 'Falcons'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Falcons')",All birds,81.28571428571429,0.7207792207792209,7
1042,"(('Turkeys', 'Herons'), 'Peacocks')",Birds,Specific,False,False,"('Turkeys', 'Herons')",Peacocks,52.5,0.4318181818181818,8
1043,"(('Turkeys', 'Magpies'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Magpies')",All birds,70.75,0.6136363636363636,4
1044,"(('Turkeys', 'Pelicans'), 'Parrots')",Birds,Specific,False,False,"('Turkeys', 'Pelicans')",Parrots,44.6,0.3636363636363636,10
1045,"(('Turkeys', 'Robins'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Robins')",All birds,58.875,0.5681818181818181,8
1046,"(('Turkeys', 'Roosters'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Roosters')",All birds,58.81818181818182,0.41735537190082644,11
1047,"(('Turkeys', 'Seagulls'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Seagulls')",All birds,55.0,0.5303030303030303,6
1048,"(('Turkeys', 'Swans'), 'Woodpeckers')",Birds,Specific,False,False,"('Turkeys', 'Swans')",Woodpeckers,60.77777777777778,0.3383838383838384,9
1049,"(('Turkeys', 'Woodpeckers'), 'All birds')",Birds,General,False,False,"('Turkeys', 'Woodpeckers')",All birds,53.333333333333336,0.34848484848484845,6
1050,"(('Vans',), 'All vehicles')",Vehicles,General,True,False,"('Vans',)",All vehicles,49.666666666666664,0.6560044893378224,66
1051,"(('Vans',), 'Bicycles')",Vehicles,Specific,True,False,"('Vans',)",Bicycles,36.9,0.37222222222222223,10
1052,"(('Vans',), 'Buses')",Vehicles,Specific,True,False,"('Vans',)",Buses,82.75,0.8333333333333334,8
1053,"(('Vans',), 'Caravans')",Vehicles,Specific,True,False,"('Vans',)",Caravans,60.57142857142857,0.6382275132275133,28
1054,"(('Vans',), 'Carriages')",Vehicles,Specific,True,False,"('Vans',)",Carriages,41.2,0.5314814814814816,10
1055,"(('Vans',), 'Cars')",Vehicles,Specific,True,False,"('Vans',)",Cars,75.2,0.7898148148148147,20
1056,"(('Vans',), 'Helicopters')",Vehicles,Specific,True,False,"('Vans',)",Helicopters,33.7,0.33518518518518514,10
1057,"(('Vans',), 'Mopeds')",Vehicles,Specific,True,False,"('Vans',)",Mopeds,59.5,0.6481481481481481,8
1058,"(('Vans',), 'Rockets')",Vehicles,Specific,True,False,"('Vans',)",Rockets,23.6,0.2833333333333333,10
1059,"(('Vans',), 'Taxis')",Vehicles,Specific,True,False,"('Vans',)",Taxis,68.8,0.7018518518518518,10
1060,"(('Vans',), 'Trains')",Vehicles,Specific,True,False,"('Vans',)",Trains,42.5,0.38333333333333336,10
1061,"(('Vans',), 'Trucks')",Vehicles,Specific,True,False,"('Vans',)",Trucks,78.55,0.8166666666666668,20
1062,"(('Vans', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Vans', 'Boats')",All vehicles,52.333333333333336,0.6742424242424243,6
1063,"(('Vans', 'Boats'), 'Caravans')",Vehicles,Specific,False,False,"('Vans', 'Boats')",Caravans,72.1,0.718181818181818,10
1064,"(('Vans', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Vans', 'Cars')",All vehicles,82.0,0.875,4
1065,"(('Vans', 'Cars'), 'Taxis')",Vehicles,Specific,False,False,"('Vans', 'Cars')",Taxis,80.3,0.7727272727272727,10
1066,"(('Vans', 'Jeeps'), 'Helicopters')",Vehicles,Specific,False,False,"('Vans', 'Jeeps')",Helicopters,28.4,0.21818181818181817,10
1067,"(('Vans', 'Jeeps'), 'Rockets')",Vehicles,Specific,False,False,"('Vans', 'Jeeps')",Rockets,23.7,0.2681818181818182,10
1068,"(('Vans', 'Taxis'), 'Mopeds')",Vehicles,Specific,False,False,"('Vans', 'Taxis')",Mopeds,63.25,0.6136363636363635,8
1069,"(('Vans', 'Trains'), 'All vehicles')",Vehicles,General,False,False,"('Vans', 'Trains')",All vehicles,74.71428571428571,0.7012987012987013,7
1070,"(('Vans', 'Trucks'), 'Trains')",Vehicles,Specific,False,False,"('Vans', 'Trucks')",Trains,61.2,0.5499999999999999,10
1071,"(('Vans', 'Zeppelins'), 'Buses')",Vehicles,Specific,False,False,"('Vans', 'Zeppelins')",Buses,57.125,0.48295454545454547,8
1072,"(('Vultures',), 'All birds')",Birds,General,True,False,"('Vultures',)",All birds,44.276923076923076,0.4233618233618233,65
1073,"(('Vultures',), 'Canaries')",Birds,Specific,True,False,"('Vultures',)",Canaries,40.0,0.28104575163398693,17
1074,"(('Vultures',), 'Crows')",Birds,Specific,True,False,"('Vultures',)",Crows,59.77777777777778,0.5205761316872427,9
1075,"(('Vultures',), 'Herons')",Birds,Specific,True,False,"('Vultures',)",Herons,56.0,0.6319444444444444,8
1076,"(('Vultures',), 'Storks')",Birds,Specific,True,False,"('Vultures',)",Storks,56.888888888888886,0.42798353909465026,9
1077,"(('Vultures',), 'Turkeys')",Birds,Specific,True,False,"('Vultures',)",Turkeys,62.875,0.7083333333333335,8
1078,"(('Vultures',), 'Woodpeckers')",Birds,Specific,True,False,"('Vultures',)",Woodpeckers,38.875,0.30787037037037035,8
1079,"(('Vultures', 'Crows'), 'All birds')",Birds,General,False,False,"('Vultures', 'Crows')",All birds,51.333333333333336,0.32575757575757575,6
1080,"(('Vultures', 'Doves'), 'All birds')",Birds,General,False,False,"('Vultures', 'Doves')",All birds,74.0,0.7909090909090909,5
1081,"(('Vultures', 'Magpies'), 'All birds')",Birds,General,False,False,"('Vultures', 'Magpies')",All birds,52.714285714285715,0.47402597402597396,7
1082,"(('Vultures', 'Magpies'), 'Woodpeckers')",Birds,Specific,False,False,"('Vultures', 'Magpies')",Woodpeckers,51.875,0.5681818181818181,8
1083,"(('Vultures', 'Ostriches'), 'All birds')",Birds,General,False,False,"('Vultures', 'Ostriches')",All birds,79.0,0.525974025974026,7
1084,"(('Vultures', 'Seagulls'), 'All birds')",Birds,General,False,False,"('Vultures', 'Seagulls')",All birds,47.125,0.36363636363636365,8
1085,"(('Vultures', 'Sparrows'), 'All birds')",Birds,General,False,False,"('Vultures', 'Sparrows')",All birds,59.57142857142857,0.577922077922078,7
1086,"(('Vultures', 'Swallows'), 'All birds')",Birds,General,False,False,"('Vultures', 'Swallows')",All birds,57.75,0.5795454545454545,8
1087,"(('Vultures', 'Turkeys'), 'All birds')",Birds,General,False,False,"('Vultures', 'Turkeys')",All birds,51.8,0.509090909090909,5
1088,"(('Vultures', 'Turkeys'), 'Herons')",Birds,Specific,False,False,"('Vultures', 'Turkeys')",Herons,51.0,0.40909090909090906,8
1089,"(('Vultures', 'Woodpeckers'), 'Storks')",Birds,Specific,False,False,"('Vultures', 'Woodpeckers')",Storks,65.11111111111111,0.4848484848484848,9
1090,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,51.224137931034484,0.5734355044699873,58
1091,"(('Wolves',), 'Beavers')",Mammals,Specific,True,False,"('Wolves',)",Beavers,38.96296296296296,0.3628257887517147,27
1092,"(('Wolves',), 'Dogs')",Mammals,Specific,True,False,"('Wolves',)",Dogs,83.5925925925926,0.8271604938271602,27
1093,"(('Wolves',), 'Elephants')",Mammals,Specific,True,False,"('Wolves',)",Elephants,36.333333333333336,0.41769547325102885,9
1094,"(('Wolves',), 'Foxes')",Mammals,Specific,True,False,"('Wolves',)",Foxes,77.875,0.8078703703703705,8
1095,"(('Wolves',), 'Hedgehogs')",Mammals,Specific,True,False,"('Wolves',)",Hedgehogs,22.125,0.23958333333333337,16
1096,"(('Wolves',), 'Llamas')",Mammals,Specific,True,False,"('Wolves',)",Llamas,25.0,0.3555555555555555,10
1097,"(('Wolves',), 'Squirrels')",Mammals,Specific,True,False,"('Wolves',)",Squirrels,20.4,0.32592592592592595,10
1098,"(('Wolves', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Beavers')",All mammals,55.714285714285715,0.487012987012987,7
1099,"(('Wolves', 'Beavers'), 'Dogs')",Mammals,Specific,False,False,"('Wolves', 'Beavers')",Dogs,54.375,0.5852272727272727,8
1100,"(('Wolves', 'Cats'), 'Squirrels')",Mammals,Specific,False,False,"('Wolves', 'Cats')",Squirrels,36.2,0.359090909090909,10
1101,"(('Wolves', 'Elephants'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Elephants')",All mammals,68.6,0.509090909090909,5
1102,"(('Wolves', 'Hippos'), 'Beavers')",Mammals,Specific,False,False,"('Wolves', 'Hippos')",Beavers,48.111111111111114,0.3434343434343434,9
1103,"(('Wolves', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Horses')",All mammals,70.28571428571429,0.6818181818181818,7
1104,"(('Wolves', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Llamas')",All mammals,55.0,0.4772727272727273,4
1105,"(('Wolves', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Zebras')",All mammals,66.2,0.6636363636363637,5
1106,"(('Woodpeckers',), 'All birds')",Birds,General,True,False,"('Woodpeckers',)",All birds,47.723076923076924,0.4894586894586895,65
1107,"(('Woodpeckers',), 'Doves')",Birds,Specific,True,False,"('Woodpeckers',)",Doves,53.53333333333333,0.491358024691358,15
1108,"(('Woodpeckers',), 'Eagles')",Birds,Specific,True,False,"('Woodpeckers',)",Eagles,37.875,0.36574074074074076,8
1109,"(('Woodpeckers',), 'Roosters')",Birds,Specific,True,False,"('Woodpeckers',)",Roosters,51.333333333333336,0.3662551440329218,9
1110,"(('Woodpeckers',), 'Sparrows')",Birds,Specific,True,False,"('Woodpeckers',)",Sparrows,64.18518518518519,0.6426611796982166,27
1111,"(('Woodpeckers',), 'Storks')",Birds,Specific,True,False,"('Woodpeckers',)",Storks,57.666666666666664,0.40740740740740733,9
1112,"(('Woodpeckers',), 'Swans')",Birds,Specific,True,False,"('Woodpeckers',)",Swans,34.2,0.30370370370370375,15
1113,"(('Woodpeckers', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Woodpeckers', 'Blackbirds')",All birds,70.14285714285714,0.4675324675324676,7
1114,"(('Woodpeckers', 'Canaries'), 'All birds')",Birds,General,False,False,"('Woodpeckers', 'Canaries')",All birds,55.833333333333336,0.5530303030303031,6
1115,"(('Woodpeckers', 'Canaries'), 'Swans')",Birds,Specific,False,False,"('Woodpeckers', 'Canaries')",Swans,48.375,0.3352272727272727,8
1116,"(('Woodpeckers', 'Chickens'), 'All birds')",Birds,General,False,False,"('Woodpeckers', 'Chickens')",All birds,55.0,0.5363636363636364,5
1117,"(('Woodpeckers', 'Magpies'), 'All birds')",Birds,General,False,False,"('Woodpeckers', 'Magpies')",All birds,52.5,0.44696969696969696,6
1118,"(('Woodpeckers', 'Ostriches'), 'Sparrows')",Birds,Specific,False,False,"('Woodpeckers', 'Ostriches')",Sparrows,61.9,0.559090909090909,10
1119,"(('Woodpeckers', 'Peacocks'), 'Roosters')",Birds,Specific,False,False,"('Woodpeckers', 'Peacocks')",Roosters,63.77777777777778,0.4848484848484848,9
1120,"(('Woodpeckers', 'Seagulls'), 'Eagles')",Birds,Specific,False,False,"('Woodpeckers', 'Seagulls')",Eagles,47.625,0.3806818181818181,8
1121,"(('Woodpeckers', 'Swallows'), 'All birds')",Birds,General,False,False,"('Woodpeckers', 'Swallows')",All birds,56.0,0.5738636363636364,8
1122,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,45.06896551724138,0.49329501915708807,58
1123,"(('Zebras',), 'Beavers')",Mammals,Specific,True,False,"('Zebras',)",Beavers,23.2,0.262962962962963,10
1124,"(('Zebras',), 'Cats')",Mammals,Specific,True,False,"('Zebras',)",Cats,18.875,0.1736111111111111,8
1125,"(('Zebras',), 'Donkeys')",Mammals,Specific,True,False,"('Zebras',)",Donkeys,66.25,0.7453703703703703,8
1126,"(('Zebras',), 'Giraffes')",Mammals,Specific,True,False,"('Zebras',)",Giraffes,53.5,0.6412037037037036,8
1127,"(('Zebras',), 'Hamsters')",Mammals,Specific,True,False,"('Zebras',)",Hamsters,24.8,0.38703703703703707,10
1128,"(('Zebras',), 'Horses')",Mammals,Specific,True,False,"('Zebras',)",Horses,76.05882352941177,0.8224400871459696,17
1129,"(('Zebras',), 'Lions')",Mammals,Specific,True,False,"('Zebras',)",Lions,30.166666666666668,0.42386831275720166,18
1130,"(('Zebras',), 'Llamas')",Mammals,Specific,True,False,"('Zebras',)",Llamas,56.4,0.6259259259259258,10
1131,"(('Zebras',), 'Mice')",Mammals,Specific,True,False,"('Zebras',)",Mice,30.22222222222222,0.14609053497942384,9
1132,"(('Zebras', 'Beavers'), 'Donkeys')",Mammals,Specific,False,False,"('Zebras', 'Beavers')",Donkeys,58.5,0.6136363636363636,8
1133,"(('Zebras', 'Cats'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Cats')",All mammals,67.0,0.6363636363636364,7
1134,"(('Zebras', 'Dogs'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Dogs')",All mammals,50.0,0.5,4
1135,"(('Zebras', 'Donkeys'), 'Horses')",Mammals,Specific,False,False,"('Zebras', 'Donkeys')",Horses,88.0,0.8636363636363636,8
1136,"(('Zebras', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Giraffes')",All mammals,33.75,0.1590909090909091,4
1137,"(('Zebras', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Hamsters')",All mammals,61.0,0.7613636363636364,4
1138,"(('Zebras', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Llamas')",All mammals,65.6,0.36363636363636365,5
1139,"(('Zebras', 'Mice'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Mice')",All mammals,66.83333333333333,0.6590909090909092,6
1140,"(('Zebras', 'Mice'), 'Cats')",Mammals,Specific,False,False,"('Zebras', 'Mice')",Cats,53.125,0.3977272727272727,8
1141,"(('Zebras', 'Mice'), 'Hamsters')",Mammals,Specific,False,False,"('Zebras', 'Mice')",Hamsters,58.4,0.5409090909090909,10
1142,"(('Zebras', 'Rhinos'), 'Mice')",Mammals,Specific,False,False,"('Zebras', 'Rhinos')",Mice,34.44444444444444,0.1717171717171717,9
1143,"(('Zebras', 'Sheep'), 'Llamas')",Mammals,Specific,False,False,"('Zebras', 'Sheep')",Llamas,73.8,0.6818181818181818,10
1144,"(('Zeppelins',), 'All vehicles')",Vehicles,General,True,False,"('Zeppelins',)",All vehicles,25.348484848484848,0.23063973063973056,66
1145,"(('Zeppelins',), 'Bicycles')",Vehicles,Specific,True,False,"('Zeppelins',)",Bicycles,30.235294117647058,0.2908496732026144,17
1146,"(('Zeppelins',), 'Buses')",Vehicles,Specific,True,False,"('Zeppelins',)",Buses,37.5,0.33564814814814814,8
1147,"(('Zeppelins',), 'Caravans')",Vehicles,Specific,True,False,"('Zeppelins',)",Caravans,32.9375,0.3472222222222222,16
1148,"(('Zeppelins',), 'Mopeds')",Vehicles,Specific,True,False,"('Zeppelins',)",Mopeds,44.375,0.40162037037037035,16
1149,"(('Zeppelins',), 'Skateboards')",Vehicles,Specific,True,False,"('Zeppelins',)",Skateboards,29.5,0.2662037037037037,8
1150,"(('Zeppelins',), 'Sleds')",Vehicles,Specific,True,False,"('Zeppelins',)",Sleds,25.333333333333332,0.3384773662551441,18
1151,"(('Zeppelins', 'Airplanes'), 'Bicycles')",Vehicles,Specific,False,False,"('Zeppelins', 'Airplanes')",Bicycles,21.428571428571427,0.3831168831168831,7
1152,"(('Zeppelins', 'Airplanes'), 'Skateboards')",Vehicles,Specific,False,False,"('Zeppelins', 'Airplanes')",Skateboards,34.75,0.23295454545454544,8
1153,"(('Zeppelins', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Boats')",All vehicles,41.0,0.3454545454545454,5
1154,"(('Zeppelins', 'Hovercraft'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Hovercraft')",All vehicles,41.625,0.4261363636363636,8
1155,"(('Zeppelins', 'Jeeps'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Jeeps')",All vehicles,48.625,0.6022727272727272,8
1156,"(('Zeppelins', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Rockets')",All vehicles,56.142857142857146,0.3376623376623376,7
1157,"(('Zeppelins', 'Sleds'), 'Caravans')",Vehicles,Specific,False,False,"('Zeppelins', 'Sleds')",Caravans,53.25,0.36931818181818177,8
1158,"(('Zeppelins', 'Submarines'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Submarines')",All vehicles,47.333333333333336,0.39393939393939387,6
1159,"(('Zeppelins', 'Tractors'), 'All vehicles')",Vehicles,General,False,False,"('Zeppelins', 'Tractors')",All vehicles,51.0,0.6136363636363635,8
1160,"(('Zeppelins', 'Vans'), 'Bicycles')",Vehicles,Specific,False,False,"('Zeppelins', 'Vans')",Bicycles,53.0,0.409090909090909,10
