,i,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
19893,331,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.9087727191875599,0.5917004387275473,0.3907241397373572,0.777510410205245,0.874206977822217,8.189670301136371e-10,0.0023221841596599577,0.05905296832356081,7.802815529342998e-06,2.376667574944329e-08
19894,331,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7231263278506989,0.8131270478703989,0.768743338290039,0.723817130616109,0.7339208719328025,1.9654746069829798e-17,9.154230174197946e-25,9.832759986713008e-21,1.7718882307487955e-17,3.748771164505446e-18
19895,331,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7522700612485315,0.8937658197581261,0.7318849316675101,0.760639749978002,0.7784392774567669,3.6481492839834256e-31,2.7255760644942997e-58,8.78747005137967e-29,3.2805771821626884e-32,1.3856677358341096e-34
19944,332,S3-C1-A1-Q1-O1-T,Birds,General,False,0.352641650492225,0.34235908040542634,-0.03572747966884073,0.28877534952866213,-0.1029851234254301,0.0003201784666902405,0.0004893277491452606,0.7241666598512444,0.0035706609991764367,0.3079098891311094
19945,332,S3-C1-A1-Q1-O1-T,Birds,General,True,0.322524101665206,-0.10140698770076349,0.32077125328659073,0.4539877300613497,0.0736196319018405,0.12426833925272354,0.6372916893955749,0.12644441372159831,0.025852769301888363,0.7324471923843137
19946,332,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.2941304104839676,0.39664127743066724,0.5518165898443218,0.4782794827451917,0.5203032607893451,0.002974860852209296,4.3993445438473125e-05,2.6700425727753023e-09,4.835830191765484e-07,2.883379157069794e-08
19947,332,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4965490223773374,0.5061296324672678,0.6109787294952076,0.6267871078297848,0.6450672456875189,1.0190149960822663e-11,3.4936294166451365e-12,2.305265189179319e-18,1.668572960370382e-19,6.602247377139422e-21
19948,332,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5654743477449709,0.29157367008985957,0.2954874884555131,0.25836669988870686,0.34852062153022795,8.798572174418516e-10,0.0032471727460747445,0.00283881756045344,0.00944783962216714,0.0003801642031213771
19949,332,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.0868616239183041,-0.021912408566100935,0.6369852420675635,0.7624520321717805,0.5650392505392712,0.6865208219941776,0.9190506621229313,0.0008161898095204478,1.4855859642827724e-05,0.004014972958357073
19950,332,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.46171612220936836,0.7115448798143328,0.6600583243133731,0.6358012615668591,0.760621017408202,6.301813651581191e-07,1.248901967597583e-17,1.4030838902564838e-14,2.436685440181572e-13,3.128770958409048e-21
19951,332,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6514190222335341,0.7484396784864394,0.754162765898163,0.7874747599489429,0.8196927292777398,6.232378587250716e-21,2.434377092678465e-30,4.978868542187963e-31,1.8766024252904146e-35,1.4626985356813948e-40
19952,332,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.606256488993556,0.3868012060072444,0.528712483048054,0.5747562459983115,0.60869622547888,2.321494075402171e-11,7.029968235870465e-05,1.5646340105723263e-08,4.018309354928583e-10,1.8371297413085855e-11
19953,332,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.9473914949583516,0.6070244948895217,0.3125822007891275,0.4081543182814555,0.7843051293292416,2.3058107955291246e-12,0.0016587751471444907,0.1369769374627521,0.04770427536976301,5.741073721850103e-06
19954,332,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8502246521655096,0.852210742089962,0.8675824269785439,0.8605732493983325,0.8731857839253294,4.619671407284888e-29,2.5256904602575906e-29,1.7121330681203702e-31,1.797106867493951e-30,2.368429698465654e-32
19955,332,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.6790578591611538,0.8800624810541086,0.7708652376118702,0.7658641762801094,0.7764748797321823,1.6309791242970377e-23,2.8480395803494513e-54,1.5070923686616551e-33,6.933485095327343e-33,2.596425220783763e-34
20004,333,S3-C1-A1-Q1-O1-T,Birds,General,False,0.44876123554988806,0.029047387588891343,0.07822447872379261,0.20752469884151162,0.13837049994070663,2.8306831788760477e-06,0.774202338327222,0.43916945967335863,0.038287106201743075,0.16977642637041132
20005,333,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6169654569304766,0.05493773956817151,0.4455618714473108,0.7533887188456493,-0.10188019239177962,0.0013213204037915338,0.7987512812438319,0.029106316669607467,2.141285139890734e-05,0.6357134795985872
20006,333,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.4463245370007642,0.3110551315764567,0.6285375338174192,0.5349743794327595,0.496670968280999,3.251582469891523e-06,0.0016328514213970434,2.537422477012737e-12,9.816793519578172e-09,1.4746699839421726e-07
20007,333,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5276854825419212,0.5206690286218353,0.6773067984824358,0.6492988868092905,0.6451974799656941,2.771372056942637e-13,6.448769285518028e-13,1.2561071132128736e-23,3.0289090641216184e-21,6.446979581686113e-21
20008,333,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5254147151180616,0.3073328129531044,0.49159333452925597,0.4527754622290912,0.6074643808151167,1.9924510793529635e-08,0.0018687808416666637,2.0612093589867202e-07,2.2474692584930928e-06,2.068048457376595e-11
20009,333,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.14301336993886402,-0.06564093877032603,0.3651870455625426,0.6844523668327895,0.46840158778141694,0.5049907116697598,0.7605675689254086,0.07930672177622668,0.0002251847635512021,0.020968871337695275
20010,333,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4789906143170252,0.789230125202043,0.7418759072725384,0.7351865729724048,0.784895333736246,2.0577616026181278e-07,9.319989291167258e-24,9.262777500735912e-20,2.8936494962033137e-19,2.3806988766755763e-23
20011,333,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5174338309345201,0.7517248346570492,0.7134124926553862,0.7585893427630908,0.8219377092882553,1.784958254758454e-12,9.840933848775588e-31,1.709408852459436e-26,1.4154962542322094e-31,5.909122140971944e-41
20012,333,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5539103397228126,0.25352281847868624,0.3049032770097561,0.30462426097368234,0.49525691150434326,2.2595196624927644e-09,0.010925303676043246,0.002038970161672477,0.0020593857246565634,1.6196873167729796e-07
20013,333,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8306416412047143,0.7455016744032996,0.3112178088171105,0.5530336097773898,0.8655608904408557,5.059191816354098e-07,2.907402244222893e-05,0.13879111871250993,0.005063881715419641,4.7348573291089135e-08
20014,333,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8236591402652275,0.8403672745932592,0.7671690175969951,0.72418583580489,0.7666901569986723,6.997948148776985e-26,8.170647251646773e-28,1.3151226237022788e-20,1.6762776909937706e-17,1.4360960141573836e-20
20015,333,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.795079163184208,0.8471285131968082,0.7522214858248253,0.7394071736209008,0.7812376925012557,5.173948679276125e-37,2.4223611589692184e-46,3.6984685884733324e-31,1.2328795230508768e-29,5.601425041345668e-35
20064,334,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4326226938208526,0.41263371992354547,0.024609770574100995,0.3799331094670132,-0.07055270034216496,6.952040098187794e-06,1.988636874349596e-05,0.8079740635330515,9.666404330801902e-05,0.485473236213671
20065,334,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6930476606908614,0.6084121641860838,0.5531263664188893,0.7901180585920419,0.016178399650196764,0.00017389854392575502,0.0016076547468421255,0.005054973325189229,4.377236053376376e-06,0.9401898782902178
20066,334,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3668128468903625,0.27005906462564766,0.5073215927261849,0.4604492931210855,0.49853115889433514,0.00017421723120192837,0.006581248361270088,7.17610850225926e-08,1.434073494438951e-06,1.302643761165223e-07
20067,334,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5326713151511181,0.4987094748510433,0.5711420008147999,0.5392928238555253,0.6185584745662183,1.5027403889733074e-13,8.027903592756578e-12,9.359200645843348e-16,6.562335475280464e-14,6.667643765652706e-19
20068,334,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5116308736373837,0.4557750986875319,0.46024727903300217,0.512921284140457,0.5244647555451198,5.32434719169869e-08,1.8879291504809892e-06,1.4513393997124363e-06,4.865205178447124e-08,2.1351077708899276e-08
20069,334,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.4654945054945055,0.10065198239176905,0.4215384615384616,0.490989010989011,0.3635164835164836,0.02188833315878177,0.6398129151708472,0.04020852833680105,0.014839244684556831,0.08079441920921938
20070,334,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.41475680062401593,0.6665849469101065,0.6756748103021689,0.6140495655510981,0.7439087009320661,9.854486387673523e-06,6.220117799930918e-15,1.9353239529331207e-15,2.564274852083133e-12,6.506962692618934e-20
20071,334,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.55958791241195,0.7169647921929809,0.7466613751759874,0.7279327578521636,0.7820413823137621,9.889276861925217e-15,7.402064685888129e-27,3.9517105126876666e-30,5.140560317474997e-28,1.1159165696289143e-34
20072,334,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6990609783473782,0.5017189091843015,0.5360556933872415,0.5579813667436244,0.6196518374099016,6.052806717002028e-16,1.0513924179101859e-07,9.04883634198773e-09,1.6278097459944665e-09,6.264759327225383e-12
20073,334,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8080461696314978,0.6214214539807912,0.49016220571261315,0.6047228639612345,0.8194147845722006,1.7933027624375053e-06,0.001190307813536235,0.015034211259314643,0.001746626893808449,9.695453940844552e-07
20074,334,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7948979743954643,0.870283320177627,0.8065122309453397,0.7609980373613136,0.7529367862329357,5.456179237477521e-23,6.674766779126834e-32,4.241612994876602e-24,4.0233712120134575e-20,1.6494736158853826e-19
20075,334,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.5764537123865742,0.7985507094195362,0.6942171537564577,0.6393080527153933,0.7324615270090076,6.633292513008512e-16,1.5096652491604703e-37,6.564061250954702e-25,3.181336336621106e-20,7.577151376216441e-29
20124,335,S3-C1-A1-Q1-O1-T,Birds,General,False,0.42259436529607125,0.12029278620704507,-0.07750142038963527,0.21433146097072958,-0.05391906229079708,1.187759031199822e-05,0.2332068996217994,0.44342398309998377,0.03224835415047463,0.5941723879357558
20125,335,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5893169877408055,0.5997786125908663,0.41681260945709275,0.7574430823117337,0.30647985989492116,0.002443316079446692,0.001948856818034275,0.04274095011751779,1.821733798816689e-05,0.1452245360551785
20126,335,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.4324105904980784,0.4249207056760235,0.5883137694557351,0.5818225618812616,0.5511455957144903,7.032490712023316e-06,1.0505682574868233e-05,1.2228780273526604e-10,2.176274668187101e-10,2.816097646511998e-09
20127,335,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5155262848968074,0.42842793357146375,0.5662775567988968,0.5933292455342375,0.5398021807932192,1.1830833922544552e-12,8.496314192027714e-09,1.8452690394584354e-15,3.654638832390944e-17,6.152505562648812e-14
20128,335,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.32991113279319745,0.06303346945726165,0.23761784314357154,0.22428907369741613,0.3535122827083959,0.0008023017614045578,0.5332649135873497,0.01728889430037301,0.02487393425303603,0.00030867830011960994
20129,335,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.35019624945486255,-0.22816213932450577,0.31181857828172693,0.40078499781945043,0.5010902747492367,0.09342048274686915,0.2835783156540845,0.1379901901226827,0.05227375923327596,0.012619888089958875
20130,335,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.45840133141925216,0.7090354103099004,0.6633660182448885,0.6359789083431135,0.7213115363047374,7.757584308696329e-07,1.821754671269728e-17,9.314043701958418e-15,2.3884579631799047e-13,2.7633549465386344e-18
20131,335,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5860745732043634,0.7588762598944404,0.7093113619523476,0.7593367534134325,0.8462918022802425,2.5463750477730234e-16,1.3034626636670784e-31,4.422772354808395e-26,1.1416150897293855e-31,1.289481664281189e-45
20132,335,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6614421122957539,0.5215329904775781,0.3955374852900671,0.46130204283902115,0.6140160111252966,6.840667281673704e-14,2.6395278361971674e-08,4.640277733676356e-05,1.3633097309940614e-06,1.0952456062982137e-11
20133,335,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7619267691813364,0.6891885362188673,0.4538300170252992,0.5938739952780433,0.9098482212107974,1.5180526803293539e-05,0.0001955023469418497,0.025910860272712076,0.002216209119529261,7.225016315630395e-10
20134,335,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7677267730925856,0.830554060035645,0.7429852205230946,0.6906135991739364,0.7002901283739427,1.1866898796365693e-20,1.1830197835428666e-26,8.752260768253343e-19,1.8624127572236373e-15,5.122918760239306e-16
20135,335,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7676433581394142,0.8588726023967337,0.671962611315945,0.7131990737598866,0.7368527762359541,4.0462689566034566e-33,6.157218234783908e-49,6.873055310798251e-23,8.77482521450555e-27,2.4201136635408156e-29
20184,336,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36949736013886225,0.27760425439531206,0.06865695536911451,0.19570637144970007,0.21395305954125307,0.0001547497883144006,0.005168738700714878,0.49730311415375894,0.051012761664842234,0.03256157265725833
20185,336,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6475732400524704,0.6562359379058191,0.6020988194140795,0.7901180585920419,0.26278968080454745,0.0006239928601788112,0.0004971446173818557,0.0018516009889623841,4.377236053376376e-06,0.21474559791314984
20186,336,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.41852838618661486,0.2821168559868531,0.5601667699699487,0.5444191580289919,0.3845637733280763,1.468766068547715e-05,0.0044592515290650505,1.3625721348912717e-09,4.7721757581131374e-09,7.804556131251341e-05
20187,336,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4183850873806466,0.4503295651268208,0.5113745665929774,0.5455067895447769,0.5775028669505633,2.0321148135819825e-08,1.1461638308012981e-09,1.916753592774392e-12,2.9658236426707913e-14,3.787234362559531e-16
20188,336,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5827104194184685,0.2609596292399372,0.40913569601117,0.3727471045664162,0.38270241721014864,2.0127905025496564e-10,0.008731481287221158,2.3740602453102216e-05,0.00013388430494421581,8.508720845245145e-05
20189,336,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.11043212570929728,-0.2716006517137777,0.5277171540811874,0.447402880838062,0.4255783500654736,0.6074619544174216,0.19920128096996736,0.008042528553504815,0.02836887908399463,0.03813879474628115
20190,336,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.44592979690959084,0.671968065046638,0.6619890487666853,0.5865135334148138,0.7174560897120745,1.6631908204613316e-06,3.1309781971501494e-15,1.1053194986631155e-14,3.941575376064041e-11,5.050393067302543e-18
20191,336,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6124276124269237,0.6160667025969507,0.6591735284866882,0.6793865481198142,0.7744022530141201,4.725331886126192e-18,2.6454530967993064e-18,1.4817999757560287e-21,2.848417947936317e-23,1.2572171554458578e-33
20192,336,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5972469948113863,0.40098923348956816,0.5381462888897431,0.45860520079801953,0.6433945956884258,5.416067272467027e-11,3.559373554914656e-05,7.723986937471557e-09,1.5991698092305032e-06,5.240248033002862e-13
20193,336,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8078688717577444,0.6587669482283173,0.37639345161440363,0.5560655870540319,0.8227322600909497,1.810005120874273e-06,0.000464584170695338,0.06985638528553903,0.004779424566973967,8.037816849169357e-07
20194,336,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7783849387137153,0.8210132555218667,0.8167478661584395,0.7678710107193951,0.7781394234359038,1.5735132523116064e-21,1.3563071498572647e-25,3.853281516772679e-25,1.1555154466828756e-20,1.6505448457406204e-21
20195,336,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7247260383540979,0.8536634865918333,0.77740083250759,0.7560255191185934,0.76195594503909,5.3614458159969715e-28,9.296444441825706e-48,1.9327360917442925e-34,1.2528703177318974e-31,2.2260398301361446e-32
20244,337,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4077112303678082,0.3798955484792666,0.14327190609589216,0.2986057108234018,0.023250857928632056,2.550214771245436e-05,9.683067808233105e-05,0.15501056482993125,0.0025471797457792505,0.8183898618422328
20245,337,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5133487077827155,0.1816276218502995,0.5045959591419189,0.5903728958217247,-0.1921228326654834,0.010300698459586081,0.3956657938992464,0.0119166666739192,0.0023890063319933715,0.36845023391945764
20246,337,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.42814893484504807,0.21504517205199555,0.5037883597814115,0.39229318076611447,0.36088185851606047,8.847079040775175e-06,0.031664502150361956,9.137797985436394e-08,5.4216608312407314e-05,0.00022552846001256397
20247,337,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4178575569726612,0.5085551782717714,0.5392232263064209,0.5587475882159545,0.5890099496062168,2.125696793139122e-08,2.650103606186516e-12,6.62035856941179e-14,5.164292565770333e-15,7.006306956985081e-17
20248,337,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5181093983212265,0.32238554905434025,0.3148030828081155,0.25663739248104295,0.5507550648968159,3.372779578628967e-08,0.00107121600373331,0.001422887930266082,0.009953826388828605,2.904597946485087e-09
20249,337,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.31947511123129535,-0.10466758030233292,0.708972164650272,0.775493009728569,0.593435960040598,0.1280711537587091,0.6264484968804083,0.00010521216016816525,8.52976811611523e-06,0.002237228523682156
20250,337,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.648783282358863,0.7318247212491513,0.6863077008219982,0.6622424706039691,0.7787728281553261,5.4604337387303243e-14,5.063688573341955e-19,4.680456626374832e-16,1.0711087616209974e-14,8.634049807753395e-23
20251,337,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.662429625463148,0.7185632003880758,0.6895990282388942,0.790688853274806,0.8371571123597955,8.003965138449033e-22,5.057913853905056e-27,3.4216391862905875e-24,6.376789001160966e-36,8.88106293746657e-44
20252,337,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.45913418918865645,0.25820996507268096,0.3217382832873663,0.2827688539731856,0.5364468880312298,1.5500578303246776e-06,0.009492749763500384,0.0010978075477152778,0.004364271136413225,8.785439421313667e-09
20253,337,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7052907739396588,0.5426903155493269,0.37472671622212506,0.5137735024048972,0.7385220813292523,0.00011851037633423117,0.006143527169904885,0.07120469323674622,0.01022713198470088,3.7771264257568215e-05
